Tipo_Chamado,Status,Organizacoes,criado,primeira_resoista,tempo_de_resolucao
Bug,Entregue,Sintesc,17/03/2025,-12:43:00,10:56
Bug,Entregue,Jaguar Mining,17/03/2025,-14:16:00,02:46
Bug,Entregue,Sintesc,17/03/2025,00:05,23:45
Bug,Entregue,Mais Alívio,17/03/2025,-27:53:00,-04:13:00
New Feature,Pendente,Sintesc,16/03/2025,-1097:20:00,
New Feature,Entregue,Sintesc,14/03/2025,-857:06:00,
New Feature,Entregue,Jaguar Mining,14/03/2025,-226:00:00,
Bug,Entregue,Claro - Hub de Aparelhos,13/03/2025,23:14,-08:39:00
Bug,Entregue,Mais Alívio,13/03/2025,-43:48:00,-20:08:00
Bug,Entregue,Mais Alívio,13/03/2025,-29:38:00,-20:10:00
Bug,Entregue,Mais Alívio,13/03/2025,-28:56:00,-22:04:00
New Feature,Entregue,Sintesc,12/03/2025,-100:58:00,
New Feature,Entregue,EaseLabs,11/03/2025,-484:11:00,
Bug,Entregue,Claro - Hub de Aparelhos,11/03/2025,-05:41:00,01:03
Bug,Entregue,Claro - Hub de Aparelhos,11/03/2025,-22:43:00,00:56
HelpDesk Support,Resolvido,EaseLabs,10/03/2025,01:26,25:26:00
Bug,Entregue,Claro - Hub de Aparelhos,10/03/2025,-07:14:00,-31:52:00
Bug,Entregue,Claro - Hub de Aparelhos,10/03/2025,-00:46:00,-31:50:00
New Feature,Entregue,Claro - Hub de Aparelhos,10/03/2025,-32:24:00,
New Feature,Entregue,Claro - Hub de Aparelhos,10/03/2025,-01:54:00,
Bug,Entregue,Claro - Hub de Aparelhos,10/03/2025,-03:31:00,20:08
Bug,Entregue,Visione,10/03/2025,-266:53:00,-243:13:00
Bug,Entregue,Visione,10/03/2025,-90:56:00,-67:16:00
Bug,Entregue,Visione,10/03/2025,-37:40:00,-48:17:00
HelpDesk Support,Resolvido,Sintesc,08/03/2025,-55:40:00,-32:00:00
Bug,Entregue,Sintesc,08/03/2025,-05:25:00,18:12
Bug,Entregue,Claro - Hub de Aparelhos,07/03/2025,15:53,
Bug,Entregue,Claro - Hub de Aparelhos,07/03/2025,15:39,
Bug,Entregue,Claro - Hub de Aparelhos,07/03/2025,14:29,
Bug,Entregue,Claro - Hub de Aparelhos,07/03/2025,22:28,
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,07/03/2025,00:18,23:58
Bug,Entregue,Claro - Hub de Aparelhos,07/03/2025,10:42,
Bug,Entregue,Claro - Hub de Aparelhos,07/03/2025,10:08,
Bug,Entregue,Claro - Hub de Aparelhos,07/03/2025,22:59,
Bug,Entregue,Sintesc,07/03/2025,-01:06:00,22:33
Bug,Entregue,Claro - Hub de Aparelhos,07/03/2025,21:17,
Bug,Entregue,Claro - Hub de Aparelhos,07/03/2025,09:06,
Bug,Entregue,Claro - Antiquebra,06/03/2025,-205:53:00,-202:13:00
Bug,Entregue,Claro - Antiquebra,06/03/2025,-35:58:00,-32:18:00
Bug,Entregue,Claro - Hub de Aparelhos,06/03/2025,18:03,
Bug,Entregue,Claro - Hub de Aparelhos,06/03/2025,23:53,
Bug,Entregue,Claro - Hub de Aparelhos,06/03/2025,23:37,
Bug,Entregue,Claro - Hub de Aparelhos,05/03/2025,-00:05:00,21:26
Bug,Entregue,Claro - Antiquebra,05/03/2025,-198:35:00,-194:55:00
Bug,Entregue,Claro - Antiquebra,05/03/2025,-163:23:00,-159:43:00
New Feature,Entregue,Sintesc,05/03/2025,-97:35:00,
New Feature,Entregue,Jaguar Mining,28/02/2025,-45:04:00,
New Feature,Entregue,Jaguar Mining,27/02/2025,22:53,
New Feature,Entregue,Claro - Hub de Aparelhos,27/02/2025,-26:31:00,
New Feature,Entregue,Claro - Hub de Aparelhos,27/02/2025,-26:38:00,
Bug,Entregue,Claro - Antiquebra,27/02/2025,16:24,
Bug,Entregue,Claro - Antiquebra,27/02/2025,16:24,
Bug,Entregue,Claro - Antiquebra,27/02/2025,16:18,
Bug,Entregue,Claro - Hub de Aparelhos,26/02/2025,-01:54:00,13:45
New Feature,Entregue,Claro - Antiquebra,26/02/2025,-376:56:00,
Bug,Entregue,Sintesc,26/02/2025,-12:01:00,11:38
New Feature,Entregue,Jaguar Mining,26/02/2025,-107:33:00,
Bug,Pendente,Claro - Antiquebra,26/02/2025,-1223:21:00,-1199:41:00
Bug,Entregue,Claro - Hub de Aparelhos,25/02/2025,-41:19:00,-23:46:00
Bug,Entregue,Claro - Antiquebra,25/02/2025,-609:52:00,-602:12:00
Bug,Entregue,Claro - Hub de Aparelhos,25/02/2025,00:19,19:18
Bug,Entregue,Claro - Hub de Aparelhos,25/02/2025,-49:40:00,18:49
Bug,Entregue,Claro - Hub de Aparelhos,25/02/2025,-00:06:00,07:30
Bug,Entregue,Claro - Hub de Aparelhos,25/02/2025,-00:11:00,18:46
Bug,Entregue,Claro - Hub de Aparelhos,25/02/2025,06:54,
HelpDesk Support,Resolvido,Jaguar Mining,25/02/2025,05:41,
New Feature,Entregue,Claro - Hub de Aparelhos,25/02/2025,-17:27:00,05:42
Bug,Entregue,Claro - Hub de Aparelhos,25/02/2025,-01:29:00,17:24
Bug,Entregue,Claro - Hub de Aparelhos,25/02/2025,-17:31:00,05:58
Bug,Entregue,Claro - Hub de Aparelhos,25/02/2025,-18:26:00,04:16
New Feature,Entregue,Claro - Hub de Aparelhos,25/02/2025,05:32,
Bug,Entregue,Claro - Antiquebra,25/02/2025,-48:22:00,-40:42:00
New Feature,Entregue,Mais Alívio,25/02/2025,-242:15:00,
New Feature,Entregue,Mais Alívio,25/02/2025,-242:32:00,
New Feature,Entregue,Mais Alívio,25/02/2025,-123:37:00,
New Feature,Entregue,Claro - Hub de Aparelhos,25/02/2025,-43:43:00,
Bug,Entregue,Claro - Hub de Aparelhos,25/02/2025,-07:28:00,09:26
New Feature,Entregue,Claro - Antiquebra,25/02/2025,-189:11:00,
Bug,Entregue,Claro - Hub de Aparelhos,25/02/2025,-05:17:00,12:06
New Feature,Entregue,Claro - Antiquebra,25/02/2025,-190:14:00,
Bug,Entregue,Claro - Antiquebra,24/02/2025,-51:45:00,-48:05:00
Bug,Entregue,Claro - Hub de Aparelhos,24/02/2025,-00:19:00,16:19
New Feature,Entregue,Claro - Hub de Aparelhos,24/02/2025,01:06,
Bug,Entregue,Claro - Hub de Aparelhos,24/02/2025,22:20,
New Feature,Pendente,Claro - Antiquebra,22/02/2025,-1217:20:00,
New Feature,Entregue,Claro - Antiquebra,22/02/2025,-602:06:00,
New Feature,Pendente,Claro - Antiquebra,22/02/2025,-1217:20:00,
Bug,Entregue,Claro - Hub de Aparelhos,21/02/2025,-24:06:00,-05:54:00
Bug,Entregue,Claro - Hub de Aparelhos,21/02/2025,-29:35:00,-05:55:00
Bug,Entregue,Claro - Hub de Aparelhos,21/02/2025,-17:26:00,06:13
Bug,Entregue,Claro - Hub de Aparelhos,21/02/2025,-33:32:00,-11:50:00
New Feature,Entregue,Claro - Antiquebra,21/02/2025,-338:06:00,
Bug,Entregue,Claro - Hub de Aparelhos,21/02/2025,-37:59:00,-14:19:00
Bug,Entregue,Claro - Hub de Aparelhos,21/02/2025,-29:04:00,-14:24:00
Bug,Entregue,Claro - Hub de Aparelhos,21/02/2025,-38:38:00,-14:58:00
Bug,Entregue,Claro - Hub de Aparelhos,20/02/2025,-06:08:00,17:31
Bug,Entregue,Claro - Hub de Aparelhos,20/02/2025,-06:08:00,17:31
Bug,Entregue,Claro - Hub de Aparelhos,20/02/2025,-65:20:00,-60:49:00
Bug,Entregue,Claro - Antiquebra,20/02/2025,-67:58:00,-60:18:00
Bug,Entregue,Claro - Hub de Aparelhos,20/02/2025,-06:25:00,09:39
New Feature,Entregue,Visione,20/02/2025,-65:56:00,
Bug,Entregue,Visione,20/02/2025,-129:25:00,-160:07:00
Bug,Entregue,Claro - Hub de Aparelhos,20/02/2025,-42:31:00,-18:51:00
HelpDesk Support,Resolvido,Jaguar Mining,20/02/2025,22:32,
New Feature,Entregue,Claro - Antiquebra,19/02/2025,-351:46:00,
New Feature,Entregue,Claro - Antiquebra,19/02/2025,-894:33:00,
New Feature,Entregue,Claro - Antiquebra,19/02/2025,-214:15:00,
Bug,Entregue,Claro - Hub de Aparelhos,19/02/2025,00:14,06:14
New Feature,Entregue,Claro - Antiquebra,19/02/2025,-54:04:00,
Bug,Entregue,Claro - Hub de Aparelhos,19/02/2025,-00:33:00,22:43
Bug,Entregue,Claro - Hub de Aparelhos,19/02/2025,-01:50:00,21:49
Bug,Entregue,Claro - Hub de Aparelhos,19/02/2025,-04:37:00,19:02
Bug,Entregue,Claro - Hub de Aparelhos,19/02/2025,-04:16:00,18:59
Bug,Entregue,Claro - Hub de Aparelhos,19/02/2025,-02:41:00,20:58
Bug,Entregue,Claro - Hub de Aparelhos,19/02/2025,23:07,
Bug,Entregue,Claro - Hub de Aparelhos,19/02/2025,00:20,24:00:00
Bug,Entregue,Claro - Hub de Aparelhos,18/02/2025,00:20,24:00:00
Bug,Entregue,Claro - Hub de Aparelhos,18/02/2025,-15:05:00,08:34
New Feature,Entregue,Claro - Hub de Aparelhos,18/02/2025,-44:27:00,-20:49:00
Bug,Entregue,Claro - Hub de Aparelhos,18/02/2025,24:00:00,
Bug,Entregue,Claro - Hub de Aparelhos,18/02/2025,-04:04:00,19:35
HelpDesk Support,Resolvido,Jaguar Mining,18/02/2025,-16:17:00,
Bug,Entregue,Claro - Hub de Aparelhos,18/02/2025,-07:33:00,16:06
Bug,Entregue,Claro - Hub de Aparelhos,18/02/2025,-24:15:00,-00:35:00
Bug,Entregue,Claro - Hub de Aparelhos,18/02/2025,-23:17:00,-00:52:00
New Feature,Entregue,Claro - Hub de Aparelhos,18/02/2025,06:17,
Bug,Entregue,Claro - Hub de Aparelhos,18/02/2025,-04:49:00,18:50
Bug,Entregue,Claro - Hub de Aparelhos,18/02/2025,-21:05:00,02:34
Bug,Entregue,Claro - Hub de Aparelhos,18/02/2025,17:07,
Bug,Entregue,Claro - Hub de Aparelhos,18/02/2025,-04:41:00,17:15
Bug,Entregue,Claro - Hub de Aparelhos,18/02/2025,-22:24:00,01:15
New Feature,Entregue,Claro - Hub de Aparelhos,17/02/2025,-110:00:00,
Bug,Entregue,Claro - Hub de Aparelhos,17/02/2025,00:20,24:00:00
Bug,Entregue,Claro - Hub de Aparelhos,17/02/2025,00:20,24:00:00
Bug,Entregue,Claro - Hub de Aparelhos,17/02/2025,00:20,16:00
Bug,Entregue,Claro - Hub de Aparelhos,17/02/2025,15:24,
Bug,Entregue,Claro - Hub de Aparelhos,17/02/2025,22:11,
Bug,Entregue,Claro - Hub de Aparelhos,17/02/2025,21:36,
New Feature,Entregue,EaseLabs,17/02/2025,-121:24:00,
Bug,Entregue,Claro - Antiquebra,17/02/2025,-15:02:00,08:37
New Feature,Pendente,Claro - Antiquebra,16/02/2025,-1257:20:00,
New Feature,Entregue,Claro - Antiquebra,16/02/2025,-31:36:00,
New Feature,Entregue,Claro - Antiquebra,16/02/2025,-918:34:00,
New Feature,Entregue,Claro - Antiquebra,16/02/2025,-238:14:00,
New Feature,Entregue,Claro - Antiquebra,16/02/2025,-720:00:00,
New Feature,Pendente,Claro - Antiquebra,16/02/2025,-1257:20:00,
New Feature,Pendente,Claro - Antiquebra,16/02/2025,-1257:20:00,
New Feature,Entregue,Claro - Antiquebra,16/02/2025,-1032:38:00,
New Feature,Pendente,Claro - Antiquebra,16/02/2025,-1257:20:00,
New Feature,Entregue,Claro - Antiquebra,16/02/2025,-720:00:00,
Bug,Entregue,Claro - Antiquebra,16/02/2025,-99:41:00,-96:01:00
New Feature,Pendente,Claro - Antiquebra,16/02/2025,-1257:20:00,
New Feature,Pendente,Claro - Antiquebra,15/02/2025,-1257:20:00,
New Feature,Entregue,Claro - Antiquebra,15/02/2025,-1102:05:00,
New Feature,Pendente,Claro - Antiquebra,15/02/2025,-1257:20:00,
New Feature,Pendente,Claro - Antiquebra,15/02/2025,-1257:20:00,
Bug,Entregue,Claro - Hub de Aparelhos,15/02/2025,-01:57:00,19:34
Bug,Entregue,Claro - Hub de Aparelhos,15/02/2025,24:00:00,
New Feature,Entregue,Claro - Hub de Aparelhos,14/02/2025,-15:40:00,08:00
New Feature,Entregue,Claro - Hub de Aparelhos,14/02/2025,-72:12:00,
New Feature,Entregue,Claro - Hub de Aparelhos,14/02/2025,-07:20:00,
Bug,Entregue,Claro - Hub de Aparelhos,14/02/2025,-05:54:00,17:45
Bug,Entregue,Visione,14/02/2025,-121:38:00,-191:20:00
Bug,Entregue,Claro - Hub de Aparelhos,14/02/2025,-05:30:00,-05:50:00
Bug,Entregue,Claro - Antiquebra,14/02/2025,-21:50:00,01:49
New Feature,Entregue,Claro - Antiquebra,13/02/2025,-246:15:00,
Bug,Entregue,Claro - Hub de Aparelhos,13/02/2025,-06:47:00,10:56
Bug,Entregue,Claro - Hub de Aparelhos,13/02/2025,-08:20:00,07:19
Bug,Entregue,EaseLabs,13/02/2025,-142:47:00,-119:07:00
New Feature,Entregue,EaseLabs,13/02/2025,-18:39:00,
HelpDesk Support,Resolvido,Jaguar Mining,12/02/2025,-52:27:00,
HelpDesk Support,Resolvido,EaseLabs,11/02/2025,-27:55:00,-04:15:00
Bug,Entregue,Claro - Hub de Aparelhos,11/02/2025,-26:12:00,-18:32:00
Bug,Entregue,Claro - Hub de Aparelhos,11/02/2025,21:29,
New Feature,Entregue,Claro - Hub de Aparelhos,11/02/2025,-11:51:00,
New Feature,Entregue,Solução em Focco,10/02/2025,-314:55:00,-291:15:00
Bug,Entregue,Solução em Focco,10/02/2025,-557:14:00,-533:34:00
Bug,Entregue,Claro - Hub de Aparelhos,10/02/2025,-02:42:00,-09:59:00
Bug,Entregue,Claro - Antiquebra,10/02/2025,-55:24:00,-31:44:00
Bug,Entregue,Claro - Hub de Aparelhos,07/02/2025,-05:47:00,-11:15:00
Bug,Entregue,Claro - Antiquebra,06/02/2025,-01:18:00,22:21
HelpDesk Support,Resolvido,Jaguar Mining,06/02/2025,19:07,
HelpDesk Support,Resolvido,Jaguar Mining,06/02/2025,03:53,
HelpDesk Support,Resolvido,Jaguar Mining,06/02/2025,16:00,
New Feature,Entregue,Claro - Antiquebra,06/02/2025,-87:49:00,
HelpDesk Support,Resolvido,Sintesc,06/02/2025,-21:34:00,02:05
Bug,Entregue,Claro - Antiquebra,05/02/2025,-32:06:00,-08:26:00
Bug,Entregue,Jaguar Mining,05/02/2025,-09:46:00,13:53
Bug,Entregue,Claro - Hub de Aparelhos,05/02/2025,19:00,
Bug,Entregue,Claro - Hub de Aparelhos,05/02/2025,-06:17:00,-10:12:00
New Feature,Entregue,Claro - Antiquebra,04/02/2025,-342:30:00,
New Feature,Pendente,Claro - Antiquebra,04/02/2025,-1321:20:00,
Bug,Entregue,Claro - Antiquebra,04/02/2025,-79:30:00,-55:50:00
New Feature,Entregue,Claro - Hub de Aparelhos,04/02/2025,-04:43:00,
Bug,Entregue,Claro - Hub de Aparelhos,03/02/2025,-02:58:00,-20:36:00
Bug,Entregue,Claro - Hub de Aparelhos,31/01/2025,-56:02:00,-72:02:00
Bug,Entregue,Claro - Hub de Aparelhos,31/01/2025,23:26,
Bug,Entregue,Claro - Manifestos RMG,31/01/2025,-122:41:00,-141:44:00
Bug,Entregue,Claro - Manifestos RMG,31/01/2025,-122:45:00,-99:05:00
Bug,Entregue,Claro - Manifestos RMG,31/01/2025,-122:47:00,-99:07:00
Bug,Entregue,Claro - Manifestos RMG,31/01/2025,-122:49:00,-99:09:00
Bug,Entregue,Claro - Manifestos RMG,31/01/2025,-122:55:00,-141:44:00
Bug,Entregue,Claro - Manifestos RMG,31/01/2025,-122:58:00,-141:45:00
Bug,Entregue,Claro - Manifestos RMG,31/01/2025,-123:02:00,-99:22:00
New Feature,Entregue,Claro - Manifestos RMG,31/01/2025,-99:26:00,
Bug,Entregue,Summerpass,31/01/2025,-53:23:00,-29:43:00
HelpDesk Support,Resolvido,Jaguar Mining,30/01/2025,22:57,
Bug,Entregue,Claro - Hub de Aparelhos,30/01/2025,17:14,
New Feature,Entregue,Claro - Antiquebra,28/01/2025,-1136:41:00,
Bug,Entregue,Claro - Hub de Aparelhos,28/01/2025,-27:41:00,-24:01:00
Bug,Entregue,Claro - Hub de Aparelhos,28/01/2025,00:02,23:38
Bug,Entregue,Claro - Hub de Aparelhos,27/01/2025,22:08,
New Feature,Entregue,Summerpass,27/01/2025,-691:54:00,
New Feature,Entregue,Summerpass,27/01/2025,-691:57:00,
New Feature,Entregue,Summerpass,27/01/2025,-692:11:00,
Bug,Entregue,Summerpass,27/01/2025,-52:00:00,-28:20:00
New Feature,Entregue,Summerpass,27/01/2025,-716:17:00,-692:37:00
Bug,Entregue,Summerpass,27/01/2025,-716:24:00,-692:44:00
Bug,Entregue,Claro - Hub de Aparelhos,27/01/2025,21:32,
Bug,Entregue,Summerpass,27/01/2025,-717:16:00,-693:36:00
New Feature,Entregue,Summerpass,27/01/2025,-693:42:00,
Bug,Entregue,Summerpass,27/01/2025,-718:04:00,-694:24:00
New Feature,Entregue,Summerpass,27/01/2025,-694:40:00,
Bug,Entregue,Summerpass,27/01/2025,-718:32:00,-694:52:00
Bug,Entregue,Visione,24/01/2025,-240:09:00,-290:38:00
New Feature,Entregue,Visione,24/01/2025,-248:34:00,
Bug,Entregue,Visione,24/01/2025,-240:16:00,-290:44:00
Bug,Entregue,Claro - Hub de Aparelhos,23/01/2025,-00:45:00,-64:34:00
Bug,Entregue,Claro - Hub de Aparelhos,23/01/2025,-01:12:00,21:23
New Feature,Entregue,Claro - Antiquebra,23/01/2025,-567:52:00,
New Feature,Entregue,Claro - Hub de Aparelhos,23/01/2025,-114:09:00,
Bug,Entregue,Claro - Hub de Aparelhos,20/01/2025,23:20,
Bug,Entregue,Claro - Hub de Aparelhos,20/01/2025,19:15,
Bug,Entregue,Claro - Hub de Aparelhos,17/01/2025,-30:40:00,-48:56:00
New Feature,Entregue,Claro - Hub de Aparelhos,17/01/2025,00:19,
Bug,Entregue,Claro - Hub de Aparelhos,17/01/2025,-03:24:00,-01:22:00
Bug,Entregue,Claro - Hub de Aparelhos,15/01/2025,-94:55:00,-05:09:00
HelpDesk Support,Resolvido,EaseLabs,14/01/2025,-72:45:00,-49:05:00
New Feature,Entregue,Sintesc,14/01/2025,-70:40:00,
Bug,Entregue,Claro - Hub de Aparelhos,13/01/2025,-22:39:00,01:00
Bug,Entregue,Claro - Hub de Aparelhos,13/01/2025,-54:55:00,23:58
Bug,Entregue,Solução em Focco,10/01/2025,-720:36:00,-696:56:00
Bug,Entregue,Solução em Focco,10/01/2025,-720:37:00,-696:57:00
Bug,Entregue,Solução em Focco,10/01/2025,-720:37:00,-696:57:00
Bug,Entregue,Solução em Focco,10/01/2025,-720:38:00,-696:58:00
Bug,Entregue,Solução em Focco,10/01/2025,-720:38:00,-696:58:00
Bug,Entregue,Solução em Focco,10/01/2025,-168:38:00,-144:58:00
Bug,Entregue,Solução em Focco,10/01/2025,-172:07:00,-148:27:00
HelpDesk Support,Resolvido,Jaguar Mining,10/01/2025,24:00:00,
New Feature,Entregue,Claro - Hub de Aparelhos,09/01/2025,15:19,
Bug,Entregue,Claro - Hub de Aparelhos,09/01/2025,-16:09:00,
New Feature,Entregue,Claro - Hub de Aparelhos,08/01/2025,-06:44:00,
Bug,Entregue,Claro - Hub de Aparelhos,08/01/2025,-01:18:00,22:21
Bug,Entregue,Claro - Hub de Aparelhos,08/01/2025,-00:23:00,23:16
New Feature,Entregue,Sintesc,08/01/2025,-1235:32:00,
HelpDesk Support,Resolvido,Jaguar Mining,08/01/2025,18:14,
Bug,Entregue,Claro - Hub de Aparelhos,07/01/2025,-00:33:00,23:06
Bug,Entregue,Claro - Hub de Aparelhos,07/01/2025,22:22,
Bug,Entregue,Sintesc,06/01/2025,-509:56:00,-531:56:00
Bug,Entregue,Claro - Hub de Aparelhos,05/01/2025,08:00,
New Feature,Entregue,Sintesc,03/01/2025,-131:40:00,
New Feature,Entregue,Sintesc,03/01/2025,-744:24:00,
Bug,Entregue,Claro - Hub de Aparelhos,27/12/2024,-23:27:00,
New Feature,Entregue,Claro - Hub de Aparelhos,27/12/2024,-86:51:00,
Bug,Entregue,Sintesc,26/12/2024,-00:31:00,23:08
Bug,Entregue,Claro - Hub de Aparelhos,26/12/2024,-42:58:00,
Bug,Entregue,Claro - Hub de Aparelhos,26/12/2024,00:59,
Bug,Entregue,Claro - Hub de Aparelhos,24/12/2024,22:01,
Bug,Entregue,Claro - Hub de Aparelhos,20/12/2024,-53:57:00,-30:17:00
Bug,Entregue,Sintesc,20/12/2024,-50:16:00,-26:36:00
New Feature,Entregue,Sintesc,20/12/2024,-1544:00:00,
Bug,Entregue,Claro - Hub de Aparelhos,19/12/2024,-55:40:00,-32:00:00
Bug,Entregue,Claro - Hub de Aparelhos,19/12/2024,-55:40:00,-32:00:00
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,19/12/2024,-127:27:00,-103:47:00
New Feature,Entregue,Sintesc,19/12/2024,-500:37:00,
Bug,Entregue,Claro - Hub de Aparelhos,18/12/2024,-63:40:00,-40:00:00
New Feature,Entregue,Sintesc,18/12/2024,-431:11:00,
HelpDesk Support,Resolvido,Jaguar Mining,18/12/2024,-109:20:00,
Bug,Entregue,Claro - Hub de Aparelhos,17/12/2024,-16:06:00,07:33
Bug,Entregue,Claro - Hub de Aparelhos,17/12/2024,-17:46:00,05:53
Bug,Entregue,Claro - Antiquebra,17/12/2024,-172:01:00,-148:21:00
Bug,Entregue,Claro - Manifestos RMG,16/12/2024,-241:52:00,-218:12:00
New Feature,Entregue,Claro - Manifestos RMG,16/12/2024,-136:13:00,-112:33:00
New Feature,Entregue,Claro - Manifestos RMG,16/12/2024,-137:59:00,-114:19:00
New Feature,Entregue,Claro - Manifestos RMG,16/12/2024,-138:00:00,-114:20:00
Bug,Entregue,Claro - Hub de Aparelhos,16/12/2024,-29:50:00,-06:10:00
Bug,Entregue,Claro - Hub de Aparelhos,16/12/2024,-29:58:00,-30:03:00
Bug,Entregue,Claro - Hub de Aparelhos,13/12/2024,19:28,
Bug,Entregue,Solução em Focco,13/12/2024,-281:17:00,-257:37:00
Bug,Entregue,Claro - Hub de Aparelhos,13/12/2024,-33:24:00,-09:44:00
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,13/12/2024,-04:48:00,18:51
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,13/12/2024,-05:09:00,18:30
Bug,Entregue,Claro - Hub de Aparelhos,13/12/2024,20:57,
New Feature,Entregue,Claro - Hub de Aparelhos,13/12/2024,-14:13:00,
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,13/12/2024,-10:10:00,13:29
Bug,Entregue,Claro - Hub de Aparelhos,12/12/2024,15:18,
Bug,Entregue,Claro - Hub de Aparelhos,12/12/2024,-08:26:00,15:13
HelpDesk Support,Resolvido,Jaguar Mining,11/12/2024,-145:36:00,
Bug,Entregue,Mais Alívio,11/12/2024,-642:53:00,
New Feature,Entregue,Mais Alívio,11/12/2024,-413:31:00,
HelpDesk Support,Resolvido,Jaguar Mining,10/12/2024,-151:13:00,
Bug,Entregue,Claro - Antiquebra,10/12/2024,-200:56:00,-177:16:00
New Feature,Entregue,Claro - Hub de Aparelhos,10/12/2024,-210:16:00,
Bug,Entregue,Claro - Hub de Aparelhos,09/12/2024,-12:31:00,
Bug,Entregue,Claro - Hub de Aparelhos,09/12/2024,05:37,
Bug,Entregue,Claro - Hub de Aparelhos,09/12/2024,-41:03:00,
New Feature,Entregue,Mais Alívio,09/12/2024,-425:35:00,
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,09/12/2024,-15:21:00,08:38
Bug,Entregue,Claro - Hub de Aparelhos,09/12/2024,-17:17:00,
Bug,Entregue,Claro - Hub de Aparelhos,09/12/2024,-46:15:00,
HelpDesk Support,Cancelado,Jaguar Mining,09/12/2024,22:45,
Bug,Entregue,Claro - Hub de Aparelhos,06/12/2024,24:00:00,
Bug,Entregue,Claro - Hub de Aparelhos,06/12/2024,21:42,
Bug,Entregue,Sintesc,06/12/2024,00:08,23:48
Bug,Entregue,Claro - Hub de Aparelhos,05/12/2024,-08:09:00,15:30
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,05/12/2024,-00:55:00,22:44
Bug,Entregue,Claro - Hub de Aparelhos,05/12/2024,-56:03:00,-32:23:00
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,05/12/2024,-03:44:00,19:55
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,05/12/2024,-04:25:00,19:14
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,05/12/2024,-00:33:00,23:06
Bug,Entregue,Claro - Hub de Aparelhos,05/12/2024,-02:34:00,21:05
New Feature,Entregue,Claro - Antiquebra,05/12/2024,-535:53:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-288:00:00,
Bug,Entregue,Claro - Antiquebra,04/12/2024,-350:51:00,-327:11:00
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-219:13:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-281:52:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-281:50:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-281:37:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-253:11:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,17:07,
Bug,Entregue,Claro - Antiquebra,04/12/2024,-242:47:00,-219:07:00
Bug,Entregue,Claro - Antiquebra,04/12/2024,-231:40:00,-208:00:00
New Feature,Pendente,Claro - Antiquebra,04/12/2024,-1673:20:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-447:55:00,
New Feature,Pendente,Claro - Antiquebra,04/12/2024,-1673:26:00,
New Feature,Pendente,Claro - Antiquebra,04/12/2024,-1673:26:00,
New Feature,Pendente,Claro - Antiquebra,04/12/2024,-1673:29:00,
New Feature,Pendente,Claro - Antiquebra,04/12/2024,-1673:32:00,
New Feature,Pendente,Claro - Antiquebra,04/12/2024,-1673:33:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-218:42:00,
Bug,Entregue,Claro - Antiquebra,04/12/2024,-311:56:00,-288:16:00
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-327:33:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-327:33:00,
Bug,Entregue,Claro - Antiquebra,04/12/2024,-243:04:00,-219:24:00
Bug,Entregue,Claro - Antiquebra,04/12/2024,-277:21:00,-253:41:00
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-208:35:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-282:19:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-208:37:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-208:38:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-253:55:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-208:43:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-147:29:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-208:45:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-208:45:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-219:11:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-219:11:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-327:59:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-335:49:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-147:27:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-147:26:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-147:26:00,
